iterationIndex,maxcut,prob,maxcutGroups,blacks,loss
156,10,"[0.13541667 0.17708333 0.18229167 0.0625     0.13541667 0.06770833
 0.06770833 0.171875  ]","[1, 1, 1, 0, 1, 0, 0, 1]",5,0.447265625
157,10,"[0.109375   0.16666667 0.265625   0.06770833 0.140625   0.06770833
 0.02604167 0.15625   ]","[0, 1, 1, 0, 1, 0, 0, 1]",4,0.49934895833333326
158,10,"[0.14583333 0.09895833 0.28125    0.09895833 0.234375   0.02083333
 0.078125   0.04166667]","[1, 0, 1, 0, 1, 0, 0, 0]",3,0.4348958333333333
159,10,"[0.09375    0.04166667 0.15104167 0.05208333 0.328125   0.05208333
 0.25520833 0.02604167]","[0, 0, 1, 0, 1, 0, 1, 0]",3,0.44205729166666663
160,10,"[0.18229167 0.04166667 0.078125   0.04166667 0.30729167 0.02083333
 0.29166667 0.03645833]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.4410807291666667
161,10,"[0.17708333 0.06770833 0.16666667 0.06770833 0.19270833 0.05208333
 0.25       0.02604167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.2958984375
162,10,"[0.25       0.09895833 0.33333333 0.04166667 0.078125   0.05729167
 0.08333333 0.05729167]","[1, 0, 1, 0, 0, 0, 0, 0]",2,0.39908854166666663
163,10,"[0.25       0.10416667 0.29166667 0.046875   0.06770833 0.03645833
 0.11979167 0.08333333]","[1, 0, 1, 0, 0, 0, 0, 0]",2,0.36002604166666663
164,10,"[0.16666667 0.140625   0.23958333 0.03125    0.13541667 0.0625
 0.078125   0.14583333]","[1, 1, 1, 0, 1, 0, 0, 1]",5,0.3844401041666667
165,10,"[0.09375    0.078125   0.39583333 0.03125    0.08854167 0.06770833
 0.0625     0.18229167]","[0, 0, 1, 0, 0, 0, 0, 1]",2,0.494140625
166,10,"[0.16666667 0.11979167 0.18229167 0.05729167 0.09895833 0.15104167
 0.05729167 0.16666667]","[1, 0, 1, 0, 0, 1, 0, 1]",4,0.4482421875
167,10,"[0.109375   0.1875     0.109375   0.07291667 0.03125    0.21875
 0.04166667 0.22916667]","[0, 1, 0, 0, 0, 1, 0, 1]",3,0.39453124999999994
168,10,"[0.0625     0.10416667 0.08333333 0.06770833 0.11979167 0.171875
 0.0625     0.328125  ]","[0, 0, 0, 0, 0, 1, 0, 1]",2,0.4847005208333333
169,10,"[0.05729167 0.08854167 0.06770833 0.125      0.0625     0.203125
 0.08854167 0.30729167]","[0, 0, 0, 0, 0, 1, 0, 1]",2,0.3919270833333333
170,10,"[0.02083333 0.04166667 0.05729167 0.09375    0.1875     0.22916667
 0.13020833 0.23958333]","[0, 0, 0, 0, 1, 1, 1, 1]",4,0.3981119791666667
171,10,"[0.05208333 0.06770833 0.05208333 0.203125   0.11458333 0.08333333
 0.11979167 0.30729167]","[0, 0, 0, 1, 0, 0, 0, 1]",2,0.431640625
172,10,"[0.07291667 0.07291667 0.05729167 0.22916667 0.109375   0.10416667
 0.11458333 0.23958333]","[0, 0, 0, 1, 0, 0, 0, 1]",2,0.43815104166666663
173,10,"[0.06770833 0.07291667 0.05729167 0.328125   0.078125   0.046875
 0.02604167 0.32291667]","[0, 0, 0, 1, 0, 0, 0, 1]",2,0.5032552083333334
174,10,"[0.08854167 0.04166667 0.015625   0.19791667 0.13020833 0.15104167
 0.04166667 0.33333333]","[0, 0, 0, 1, 1, 1, 0, 1]",4,0.34375
175,10,"[0.11979167 0.05729167 0.03125    0.08333333 0.109375   0.22916667
 0.0625     0.30729167]","[0, 0, 0, 0, 0, 1, 0, 1]",2,0.4713541666666666
176,10,"[0.15625    0.03125    0.03125    0.05729167 0.171875   0.25
 0.08333333 0.21875   ]","[1, 0, 0, 0, 1, 1, 0, 1]",4,0.40494791666666663
177,10,"[0.17708333 0.07291667 0.0625     0.02604167 0.140625   0.203125
 0.14583333 0.171875  ]","[1, 0, 0, 0, 1, 1, 1, 1]",5,0.47981770833333326
178,10,"[0.23958333 0.05729167 0.09375    0.15625    0.078125   0.22916667
 0.046875   0.09895833]","[1, 0, 0, 1, 0, 1, 0, 0]",3,0.49674479166666663
179,10,"[0.23958333 0.08333333 0.10416667 0.04166667 0.09375    0.28645833
 0.05208333 0.09895833]","[1, 0, 0, 0, 0, 1, 0, 0]",2,0.423828125
180,10,"[0.30729167 0.046875   0.11979167 0.05729167 0.07291667 0.25520833
 0.02604167 0.11458333]","[1, 0, 0, 0, 0, 1, 0, 0]",2,0.3889973958333333
181,10,"[0.21875    0.07291667 0.13020833 0.03645833 0.07291667 0.29166667
 0.02604167 0.15104167]","[1, 0, 1, 0, 0, 1, 0, 1]",4,0.38378906249999994
182,10,"[0.20833333 0.046875   0.17708333 0.08333333 0.0625     0.19270833
 0.04166667 0.1875    ]","[1, 0, 1, 0, 0, 1, 0, 1]",4,0.42871093749999994
183,10,"[0.234375   0.02083333 0.15104167 0.04166667 0.06770833 0.1875
 0.04166667 0.25520833]","[1, 0, 1, 0, 0, 1, 0, 1]",4,0.40234375
184,10,"[0.125      0.05208333 0.21354167 0.08333333 0.03645833 0.11979167
 0.04166667 0.328125  ]","[0, 0, 1, 0, 0, 0, 0, 1]",2,0.43782552083333337
185,10,"[0.22395833 0.02604167 0.27604167 0.09895833 0.05208333 0.09895833
 0.06770833 0.15625   ]","[1, 0, 1, 0, 0, 0, 0, 1]",3,0.47037760416666674
186,10,"[0.28645833 0.05729167 0.21354167 0.07291667 0.03125    0.11979167
 0.015625   0.203125  ]","[1, 0, 1, 0, 0, 0, 0, 1]",3,0.46354166666666663
187,10,"[0.125      0.015625   0.171875   0.03125    0.046875   0.20833333
 0.04166667 0.359375  ]","[0, 0, 1, 0, 0, 1, 0, 1]",3,0.4215494791666667
188,10,"[0.09375    0.05729167 0.109375   0.09375    0.0625     0.21875
 0.07291667 0.29166667]","[0, 0, 0, 0, 0, 1, 0, 1]",2,0.48795572916666663
189,10,"[0.078125   0.03645833 0.06770833 0.10416667 0.046875   0.25520833
 0.046875   0.36458333]","[0, 0, 0, 0, 0, 1, 0, 1]",2,0.5026041666666667
190,10,"[0.0625     0.04166667 0.10416667 0.03125    0.07291667 0.31770833
 0.06770833 0.30208333]","[0, 0, 0, 0, 0, 1, 0, 1]",2,0.5436197916666666
191,10,"[0.07291667 0.05208333 0.06770833 0.0625     0.06770833 0.26041667
 0.08854167 0.328125  ]","[0, 0, 0, 0, 0, 1, 0, 1]",2,0.48177083333333337
192,10,"[0.22916667 0.05729167 0.13020833 0.06770833 0.0625     0.20833333
 0.08333333 0.16145833]","[1, 0, 1, 0, 0, 1, 0, 1]",4,0.38541666666666663
193,10,"[0.46875    0.02604167 0.19270833 0.046875   0.046875   0.11458333
 0.08854167 0.015625  ]","[1, 0, 1, 0, 0, 0, 0, 0]",2,0.525390625
194,10,"[0.33333333 0.11458333 0.06770833 0.109375   0.05208333 0.171875
 0.109375   0.04166667]","[1, 0, 0, 0, 0, 1, 0, 0]",2,0.5693359375
195,10,"[0.30208333 0.10416667 0.07291667 0.11458333 0.03125    0.21875
 0.078125   0.078125  ]","[1, 0, 0, 0, 0, 1, 0, 0]",2,0.47786458333333337
196,10,"[0.25520833 0.13020833 0.09895833 0.15104167 0.046875   0.13541667
 0.125      0.05729167]","[1, 1, 0, 1, 0, 1, 0, 0]",4,0.49837239583333337
197,10,"[0.24479167 0.20833333 0.0625     0.13541667 0.03645833 0.16666667
 0.05208333 0.09375   ]","[1, 1, 0, 1, 0, 1, 0, 0]",4,0.36555989583333337
198,10,"[0.26041667 0.20833333 0.06770833 0.09895833 0.03645833 0.15104167
 0.07291667 0.10416667]","[1, 1, 0, 0, 0, 1, 0, 0]",3,0.6328125
199,10,"[0.265625   0.08854167 0.03645833 0.04166667 0.13020833 0.17708333
 0.03645833 0.22395833]","[1, 0, 0, 0, 1, 1, 0, 1]",4,0.47298177083333337
200,10,"[0.22395833 0.078125   0.03645833 0.24479167 0.04166667 0.125
 0.02083333 0.22916667]","[1, 0, 0, 1, 0, 0, 0, 1]",3,0.4723307291666667
201,10,"[0.078125   0.03645833 0.03645833 0.28645833 0.03645833 0.22916667
 0.04166667 0.25520833]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.47233072916666663
202,10,"[0.04166667 0.05729167 0.02604167 0.171875   0.0625     0.28645833
 0.08333333 0.27083333]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.3466796875
203,10,"[0.02083333 0.15104167 0.03645833 0.06770833 0.07291667 0.36979167
 0.0625     0.21875   ]","[0, 1, 0, 0, 0, 1, 0, 1]",3,0.521484375
204,10,"[0.04166667 0.203125   0.09895833 0.27604167 0.02083333 0.20833333
 0.03125    0.11979167]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.39876302083333326
205,10,"[0.109375   0.234375   0.16145833 0.29166667 0.05729167 0.06770833
 0.05208333 0.02604167]","[0, 1, 1, 1, 0, 0, 0, 0]",3,0.5126953125
206,10,"[0.21354167 0.203125   0.125      0.13020833 0.11458333 0.11458333
 0.06770833 0.03125   ]","[1, 1, 0, 1, 0, 0, 0, 0]",3,0.4964192708333333
207,10,"[0.171875   0.1875     0.16145833 0.07291667 0.125      0.25520833
 0.01041667 0.015625  ]","[1, 1, 1, 0, 0, 1, 0, 0]",4,0.46516927083333326
208,10,"[0.109375   0.16145833 0.13020833 0.078125   0.140625   0.25
 0.078125   0.05208333]","[0, 1, 1, 0, 1, 1, 0, 0]",4,0.6070963541666667
209,10,"[0.22395833 0.109375   0.11458333 0.11458333 0.09375    0.20833333
 0.09895833 0.03645833]","[1, 0, 0, 0, 0, 1, 0, 0]",2,0.4833984375
210,10,"[0.28125    0.02604167 0.1875     0.05208333 0.10416667 0.1875
 0.08854167 0.07291667]","[1, 0, 1, 0, 0, 1, 0, 0]",3,0.46061197916666674
211,10,"[0.30729167 0.04166667 0.16145833 0.07291667 0.125      0.109375
 0.07291667 0.109375  ]","[1, 0, 1, 0, 0, 0, 0, 0]",2,0.5426432291666666
212,10,"[0.15104167 0.078125   0.08854167 0.11458333 0.11458333 0.18229167
 0.08854167 0.18229167]","[1, 0, 0, 0, 0, 1, 0, 1]",3,0.5426432291666666
213,10,"[0.19270833 0.06770833 0.078125   0.03125    0.27083333 0.15104167
 0.09375    0.11458333]","[1, 0, 0, 0, 1, 1, 0, 0]",3,0.6438802083333334
214,10,"[0.234375   0.03645833 0.09375    0.06770833 0.203125   0.125
 0.11458333 0.125     ]","[1, 0, 0, 0, 1, 0, 0, 0]",2,0.5240885416666666
215,10,"[0.16145833 0.046875   0.07291667 0.14583333 0.05729167 0.140625
 0.16666667 0.20833333]","[1, 0, 0, 1, 0, 1, 1, 1]",5,0.49251302083333326
216,10,"[0.0625     0.08854167 0.0625     0.25       0.08333333 0.15625
 0.09895833 0.19791667]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.42968749999999994
217,10,"[0.078125   0.16145833 0.08333333 0.171875   0.109375   0.18229167
 0.05208333 0.16145833]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.4498697916666667
218,10,"[0.11979167 0.13541667 0.11458333 0.15104167 0.11458333 0.15625
 0.046875   0.16145833]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.5406901041666667
219,10,"[0.14583333 0.19270833 0.08333333 0.11979167 0.13541667 0.16145833
 0.015625   0.14583333]","[1, 1, 0, 0, 1, 1, 0, 1]",5,0.3684895833333333
220,10,"[0.10416667 0.17708333 0.05729167 0.1875     0.15625    0.11458333
 0.05729167 0.14583333]","[0, 1, 0, 1, 1, 0, 0, 1]",4,0.4378255208333333
221,10,"[0.203125   0.13020833 0.02604167 0.203125   0.19270833 0.05208333
 0.0625     0.13020833]","[1, 1, 0, 1, 1, 0, 0, 1]",5,0.5185546875
222,10,"[0.328125   0.09895833 0.046875   0.11979167 0.16145833 0.03645833
 0.14583333 0.0625    ]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.3850911458333333
223,10,"[0.18229167 0.08333333 0.07291667 0.00520833 0.17708333 0.046875
 0.30208333 0.13020833]","[1, 0, 0, 0, 1, 0, 1, 1]",4,0.42513020833333337
224,10,"[0.125      0.171875   0.0625     0.01041667 0.29166667 0.03125
 0.28645833 0.02083333]","[0, 1, 0, 0, 1, 0, 1, 0]",3,0.43033854166666663
225,10,"[0.06770833 0.25520833 0.03125    0.08333333 0.24479167 0.05729167
 0.24479167 0.015625  ]","[0, 1, 0, 0, 1, 0, 1, 0]",3,0.474609375
226,10,"[0.03645833 0.171875   0.09375    0.16145833 0.16145833 0.06770833
 0.26041667 0.046875  ]","[0, 1, 0, 1, 1, 0, 1, 0]",4,0.38932291666666663
227,10,"[0.09895833 0.15625    0.03645833 0.171875   0.20833333 0.05729167
 0.18229167 0.08854167]","[0, 1, 0, 1, 1, 0, 1, 0]",4,0.44921874999999994
228,10,"[0.17708333 0.109375   0.11458333 0.203125   0.16145833 0.05208333
 0.09375    0.08854167]","[1, 0, 0, 1, 1, 0, 0, 0]",3,0.5273437500000001
229,10,"[0.18229167 0.07291667 0.04166667 0.30208333 0.06770833 0.10416667
 0.203125   0.02604167]","[1, 0, 0, 1, 0, 0, 1, 0]",3,0.41666666666666663
230,10,"[0.171875   0.15104167 0.10416667 0.19270833 0.109375   0.14583333
 0.08333333 0.04166667]","[1, 1, 0, 1, 0, 1, 0, 0]",4,0.458984375
231,10,"[0.06770833 0.25       0.05208333 0.22395833 0.04166667 0.23958333
 0.02083333 0.10416667]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.29817708333333337
232,10,"[0.05729167 0.33333333 0.02604167 0.24479167 0.03125    0.19791667
 0.02604167 0.08333333]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.34635416666666663
233,10,"[0.05729167 0.27083333 0.02083333 0.30208333 0.03125    0.23958333
 0.01041667 0.06770833]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.29459635416666663
234,10,"[0.03125    0.24479167 0.03125    0.1875     0.046875   0.34375
 0.03645833 0.078125  ]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.2571614583333333
235,10,"[0.02604167 0.22395833 0.02083333 0.28645833 0.05729167 0.23958333
 0.046875   0.09895833]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.25520833333333326
236,10,"[0.11458333 0.18229167 0.03645833 0.29166667 0.02604167 0.1875
 0.07291667 0.08854167]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.33203125
237,10,"[0.11979167 0.13020833 0.04166667 0.24479167 0.046875   0.234375
 0.09895833 0.08333333]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.5169270833333334
238,10,"[0.16666667 0.17708333 0.11979167 0.16145833 0.046875   0.16145833
 0.078125   0.08854167]","[1, 1, 0, 1, 0, 1, 0, 0]",4,0.4749348958333333
239,10,"[0.078125   0.27083333 0.13020833 0.11979167 0.08333333 0.20833333
 0.07291667 0.03645833]","[0, 1, 1, 0, 0, 1, 0, 0]",3,0.314453125
240,10,"[0.07291667 0.28645833 0.046875   0.171875   0.08854167 0.203125
 0.03125    0.09895833]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.3818359375
241,10,"[0.046875   0.3125     0.07291667 0.1875     0.05208333 0.15625
 0.06770833 0.10416667]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.2880859375
242,10,"[0.05729167 0.15104167 0.13541667 0.234375   0.08854167 0.140625
 0.09895833 0.09375   ]","[0, 1, 1, 1, 0, 1, 0, 0]",4,0.3655598958333333
243,10,"[0.109375   0.17708333 0.13020833 0.21875    0.07291667 0.09895833
 0.02083333 0.171875  ]","[0, 1, 1, 1, 0, 0, 0, 1]",4,0.46614583333333337
244,10,"[0.02083333 0.22395833 0.07291667 0.28125    0.04166667 0.23958333
 0.02604167 0.09375   ]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.2509765625
245,10,"[0.02083333 0.1875     0.08333333 0.14583333 0.03645833 0.34895833
 0.015625   0.16145833]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.35026041666666674
246,10,"[0.02604167 0.20833333 0.109375   0.17708333 0.03125    0.1875
 0.046875   0.21354167]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.25
247,10,"[0.04166667 0.22395833 0.11458333 0.17708333 0.08854167 0.19791667
 0.03645833 0.11979167]","[0, 1, 0, 1, 0, 1, 0, 0]",3,0.3020833333333333
248,10,"[0.13541667 0.18229167 0.13541667 0.22395833 0.03645833 0.109375
 0.05208333 0.125     ]","[1, 1, 1, 1, 0, 0, 0, 0]",4,0.29264322916666663
249,10,"[0.046875   0.21354167 0.08854167 0.13020833 0.046875   0.21875
 0.02604167 0.22916667]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.23632812499999994
250,10,"[0.03645833 0.11458333 0.03645833 0.171875   0.03645833 0.30729167
 0.02604167 0.27083333]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.30338541666666674
