iterationIndex,maxcut,prob,maxcutGroups,blacks,loss
66,10,"[0.27083333 0.05208333 0.08854167 0.03125    0.22395833 0.05208333
 0.25520833 0.02604167]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.22656250000000003
67,10,"[0.328125   0.07291667 0.109375   0.03645833 0.18229167 0.04166667
 0.203125   0.02604167]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.244140625
68,10,"[0.265625   0.0625     0.10416667 0.04166667 0.20833333 0.046875
 0.25       0.02083333]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.29394531249999994
69,10,"[0.0625     0.08854167 0.19270833 0.03645833 0.14583333 0.015625
 0.421875   0.03645833]","[0, 0, 1, 0, 1, 0, 1, 0]",3,0.4173177083333333
70,10,"[0.19791667 0.02083333 0.25520833 0.08333333 0.11979167 0.02604167
 0.25       0.046875  ]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.21419270833333331
71,10,"[0.27604167 0.015625   0.234375   0.02604167 0.21875    0.02604167
 0.16666667 0.03645833]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.30305989583333337
72,10,"[0.19791667 0.04166667 0.109375   0.02083333 0.36979167 0.015625
 0.1875     0.05729167]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.39778645833333337
73,10,"[0.13020833 0.046875   0.05729167 0.05729167 0.35416667 0.05729167
 0.27604167 0.02083333]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.48697916666666663
74,10,"[0.24479167 0.09375    0.03645833 0.08854167 0.36458333 0.046875
 0.10416667 0.02083333]","[1, 0, 0, 0, 1, 0, 0, 0]",2,0.6826171874999999
75,10,"[0.25520833 0.11979167 0.09895833 0.08333333 0.21354167 0.06770833
 0.11979167 0.04166667]","[1, 0, 0, 0, 1, 0, 0, 0]",2,0.4287109375
76,10,"[0.265625   0.20833333 0.08333333 0.09375    0.17708333 0.07291667
 0.08854167 0.01041667]","[1, 1, 0, 0, 1, 0, 0, 0]",3,0.4833984375
77,10,"[0.21875    0.203125   0.078125   0.08333333 0.16145833 0.13020833
 0.08854167 0.03645833]","[1, 1, 0, 0, 1, 1, 0, 0]",4,0.380859375
78,10,"[0.11458333 0.22916667 0.046875   0.10416667 0.25       0.13541667
 0.09895833 0.02083333]","[0, 1, 0, 0, 1, 1, 0, 0]",3,0.4075520833333333
79,10,"[0.15104167 0.28125    0.03645833 0.03645833 0.23958333 0.16145833
 0.05208333 0.04166667]","[1, 1, 0, 0, 1, 1, 0, 0]",4,0.3824869791666667
80,10,"[0.19791667 0.16666667 0.08333333 0.08333333 0.125      0.265625
 0.02604167 0.05208333]","[1, 1, 0, 0, 0, 1, 0, 0]",3,0.4817708333333333
81,10,"[0.19791667 0.25520833 0.0625     0.05729167 0.13020833 0.234375
 0.03645833 0.02604167]","[1, 1, 0, 0, 1, 1, 0, 0]",4,0.44498697916666674
82,10,"[0.16666667 0.31770833 0.046875   0.08854167 0.09895833 0.19270833
 0.03645833 0.05208333]","[1, 1, 0, 0, 0, 1, 0, 0]",3,0.3876953125
83,10,"[0.17708333 0.15104167 0.09375    0.03645833 0.22395833 0.140625
 0.09375    0.08333333]","[1, 1, 0, 0, 1, 1, 0, 0]",4,0.4010416666666667
84,10,"[0.19270833 0.17708333 0.02604167 0.06770833 0.234375   0.14583333
 0.02604167 0.13020833]","[1, 1, 0, 0, 1, 1, 0, 1]",5,0.375
85,10,"[0.078125   0.16666667 0.109375   0.02604167 0.203125   0.22916667
 0.078125   0.109375  ]","[0, 1, 0, 0, 1, 1, 0, 0]",3,0.41569010416666663
86,10,"[0.15625    0.1875     0.04166667 0.0625     0.16666667 0.23958333
 0.08854167 0.05729167]","[1, 1, 0, 0, 1, 1, 0, 0]",4,0.43033854166666663
87,10,"[0.19270833 0.13020833 0.0625     0.046875   0.22916667 0.18229167
 0.08854167 0.06770833]","[1, 1, 0, 0, 1, 1, 0, 0]",4,0.390625
88,10,"[0.25       0.16145833 0.046875   0.04166667 0.25       0.125
 0.078125   0.046875  ]","[1, 1, 0, 0, 1, 0, 0, 0]",3,0.3811848958333333
89,10,"[0.109375   0.18229167 0.04166667 0.03125    0.359375   0.10416667
 0.15104167 0.02083333]","[0, 1, 0, 0, 1, 0, 1, 0]",3,0.4739583333333333
90,10,"[0.17708333 0.1875     0.06770833 0.02083333 0.328125   0.10416667
 0.078125   0.03645833]","[1, 1, 0, 0, 1, 0, 0, 0]",3,0.416015625
91,10,"[0.19270833 0.171875   0.078125   0.03125    0.32291667 0.09895833
 0.06770833 0.03645833]","[1, 1, 0, 0, 1, 0, 0, 0]",3,0.3785807291666666
92,10,"[0.171875   0.22916667 0.06770833 0.03125    0.29166667 0.08854167
 0.11458333 0.00520833]","[1, 1, 0, 0, 1, 0, 0, 0]",3,0.3994140625
93,10,"[0.18229167 0.22395833 0.15625    0.05729167 0.24479167 0.05729167
 0.02604167 0.05208333]","[1, 1, 1, 0, 1, 0, 0, 0]",4,0.41569010416666663
94,10,"[0.20833333 0.17708333 0.21354167 0.05208333 0.16666667 0.015625
 0.109375   0.05729167]","[1, 1, 1, 0, 1, 0, 0, 0]",4,0.40462239583333337
95,10,"[0.28645833 0.11979167 0.234375   0.04166667 0.17708333 0.015625
 0.07291667 0.05208333]","[1, 0, 1, 0, 1, 0, 0, 0]",3,0.3798828125
96,10,"[0.1875     0.09895833 0.18229167 0.05729167 0.22916667 0.03125
 0.19791667 0.015625  ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.2613932291666667
97,10,"[0.19791667 0.09375    0.171875   0.06770833 0.19791667 0.03645833
 0.17708333 0.05729167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3395182291666667
98,10,"[0.22916667 0.14583333 0.14583333 0.078125   0.25       0.04166667
 0.08854167 0.02083333]","[1, 1, 1, 0, 1, 0, 0, 0]",4,0.3411458333333333
99,10,"[0.19791667 0.19791667 0.19791667 0.07291667 0.15625    0.02604167
 0.13541667 0.015625  ]","[1, 1, 1, 0, 1, 0, 1, 0]",5,0.33268229166666663
100,10,"[0.17708333 0.0625     0.15104167 0.0625     0.296875   0.02083333
 0.1875     0.04166667]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.30924479166666663
101,10,"[0.30208333 0.05729167 0.16145833 0.08333333 0.17708333 0.03125
 0.125      0.0625    ]","[1, 0, 1, 0, 1, 0, 0, 0]",3,0.39388020833333337
102,10,"[0.19270833 0.046875   0.1875     0.04166667 0.22916667 0.046875
 0.1875     0.06770833]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3974609375
103,10,"[0.27083333 0.03645833 0.22916667 0.015625   0.21875    0.04166667
 0.14583333 0.04166667]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.20247395833333331
104,10,"[0.16666667 0.05208333 0.17708333 0.05729167 0.17708333 0.046875
 0.29166667 0.03125   ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3001302083333333
105,10,"[0.09375    0.03645833 0.16145833 0.06770833 0.11458333 0.04166667
 0.390625   0.09375   ]","[0, 0, 1, 0, 0, 0, 1, 0]",2,0.3544921875
106,10,"[0.08333333 0.02083333 0.20833333 0.046875   0.24479167 0.03125
 0.32291667 0.04166667]","[0, 0, 1, 0, 1, 0, 1, 0]",3,0.6829427083333335
107,10,"[0.10416667 0.02604167 0.265625   0.03645833 0.16145833 0.04166667
 0.32291667 0.04166667]","[0, 0, 1, 0, 1, 0, 1, 0]",3,0.6256510416666667
108,10,"[0.11979167 0.03645833 0.125      0.03645833 0.19791667 0.015625
 0.421875   0.046875  ]","[0, 0, 0, 0, 1, 0, 1, 0]",2,0.41145833333333326
109,10,"[0.27083333 0.04166667 0.09895833 0.03125    0.265625   0.03125
 0.22916667 0.03125   ]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.26106770833333337
110,10,"[0.33333333 0.046875   0.0625     0.03645833 0.27083333 0.046875
 0.16666667 0.03645833]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.25260416666666674
111,10,"[0.23958333 0.11979167 0.11979167 0.08854167 0.17708333 0.02604167
 0.20833333 0.02083333]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.22005208333333334
112,10,"[0.13541667 0.02604167 0.28125    0.08333333 0.140625   0.02604167
 0.28645833 0.02083333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3489583333333333
113,10,"[0.109375   0.11458333 0.23958333 0.09895833 0.0625     0.04166667
 0.28645833 0.046875  ]","[0, 0, 1, 0, 0, 0, 1, 0]",2,0.41796875
114,10,"[0.13020833 0.09895833 0.25520833 0.05208333 0.140625   0.02604167
 0.27604167 0.02083333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.412109375
115,10,"[0.203125   0.10416667 0.1875     0.02604167 0.19791667 0.02083333
 0.203125   0.05729167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.30208333333333326
116,10,"[0.22395833 0.046875   0.19791667 0.07291667 0.18229167 0.03125
 0.21354167 0.03125   ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.24837239583333331
117,10,"[0.15104167 0.08854167 0.11979167 0.10416667 0.15625    0.046875
 0.30729167 0.02604167]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.37239583333333326
118,10,"[0.140625   0.08333333 0.19270833 0.046875   0.265625   0.046875
 0.21354167 0.01041667]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.26334635416666663
119,10,"[0.14583333 0.05729167 0.296875   0.02604167 0.16145833 0.04166667
 0.26041667 0.01041667]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.357421875
120,10,"[0.19270833 0.046875   0.21875    0.02604167 0.25520833 0.02083333
 0.21875    0.02083333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.306640625
121,10,"[0.296875   0.01041667 0.17708333 0.0625     0.25520833 0.02604167
 0.13541667 0.03645833]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.35774739583333326
122,10,"[0.25520833 0.015625   0.16145833 0.05729167 0.25520833 0.046875
 0.16666667 0.04166667]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3017578125
123,10,"[0.296875   0.04166667 0.13020833 0.04166667 0.25520833 0.05208333
 0.15625    0.02604167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.22070312499999997
124,10,"[0.21875    0.02083333 0.16666667 0.04166667 0.234375   0.046875
 0.23958333 0.03125   ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.2796223958333333
125,10,"[0.19270833 0.04166667 0.20833333 0.03645833 0.24479167 0.01041667
 0.24479167 0.02083333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.22005208333333337
126,10,"[0.15625    0.02083333 0.171875   0.01041667 0.359375   0.04166667
 0.171875   0.06770833]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.2721354166666667
127,10,"[0.25520833 0.04166667 0.19270833 0.04166667 0.234375   0.05729167
 0.13020833 0.046875  ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3681640625
128,10,"[0.296875   0.02083333 0.11979167 0.04166667 0.22916667 0.046875
 0.19270833 0.05208333]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.4482421875000001
129,10,"[0.22395833 0.03645833 0.10416667 0.11458333 0.171875   0.10416667
 0.19791667 0.046875  ]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.34505208333333337
130,10,"[0.3125     0.02604167 0.15625    0.05729167 0.171875   0.078125
 0.171875   0.02604167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.27604166666666674
131,10,"[0.28645833 0.04166667 0.15625    0.02604167 0.15104167 0.046875
 0.265625   0.02604167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.23274739583333337
132,10,"[0.1875     0.15625    0.19270833 0.03125    0.06770833 0.03645833
 0.30208333 0.02604167]","[1, 1, 1, 0, 0, 0, 1, 0]",4,0.31770833333333337
133,10,"[0.11979167 0.18229167 0.16666667 0.00520833 0.125      0.13020833
 0.23958333 0.03125   ]","[0, 1, 1, 0, 0, 1, 1, 0]",4,0.39583333333333337
134,10,"[0.140625   0.125      0.20833333 0.02083333 0.16145833 0.04166667
 0.28125    0.02083333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3102213541666667
135,10,"[0.14583333 0.09375    0.19270833 0.05729167 0.15104167 0.08854167
 0.22395833 0.046875  ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3580729166666667
136,10,"[0.27083333 0.11979167 0.16145833 0.02083333 0.22395833 0.08854167
 0.09375    0.02083333]","[1, 0, 1, 0, 1, 0, 0, 0]",3,0.4296875
137,10,"[0.140625   0.046875   0.18229167 0.02604167 0.33333333 0.03645833
 0.203125   0.03125   ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.35156249999999994
138,10,"[0.140625   0.015625   0.28125    0.01041667 0.28125    0.01041667
 0.24479167 0.015625  ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.20442708333333331
139,10,"[0.29166667 0.02604167 0.28645833 0.03125    0.13020833 0.03645833
 0.13541667 0.0625    ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.37174479166666674
140,10,"[0.34895833 0.02604167 0.25       0.09375    0.03645833 0.03125
 0.171875   0.04166667]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.32942708333333326
141,10,"[0.13541667 0.08854167 0.33333333 0.046875   0.09375    0.08333333
 0.19791667 0.02083333]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.2822265625
142,10,"[0.24479167 0.07291667 0.203125   0.04166667 0.09895833 0.06770833
 0.234375   0.03645833]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.2506510416666667
143,10,"[0.32291667 0.03645833 0.15104167 0.05729167 0.234375   0.01041667
 0.16666667 0.02083333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.24479166666666669
144,10,"[0.3125     0.05208333 0.15625    0.02604167 0.20833333 0.046875
 0.109375   0.08854167]","[1, 0, 1, 0, 1, 0, 0, 0]",3,0.5224609375000001
145,10,"[0.26041667 0.140625   0.09375    0.03645833 0.22916667 0.07291667
 0.078125   0.08854167]","[1, 1, 0, 0, 1, 0, 0, 0]",3,0.427734375
146,10,"[0.20833333 0.18229167 0.02083333 0.08333333 0.265625   0.09375
 0.05208333 0.09375   ]","[1, 1, 0, 0, 1, 0, 0, 0]",3,0.5022786458333334
147,10,"[0.14583333 0.20833333 0.02604167 0.0625     0.31770833 0.125
 0.02083333 0.09375   ]","[1, 1, 0, 0, 1, 0, 0, 0]",3,0.40690104166666674
148,10,"[0.13541667 0.25       0.08333333 0.05208333 0.27604167 0.125
 0.03645833 0.04166667]","[1, 1, 0, 0, 1, 0, 0, 0]",3,0.4970703125000001
149,10,"[0.09375    0.23958333 0.10416667 0.02604167 0.31770833 0.08854167
 0.07291667 0.05729167]","[0, 1, 0, 0, 1, 0, 0, 0]",2,0.423828125
150,10,"[0.05208333 0.25520833 0.125      0.03125    0.23958333 0.08333333
 0.078125   0.13541667]","[0, 1, 0, 0, 1, 0, 0, 1]",3,0.4427083333333334
151,10,"[0.09375    0.29166667 0.04166667 0.08854167 0.16145833 0.203125
 0.02083333 0.09895833]","[0, 1, 0, 0, 1, 1, 0, 0]",3,0.42805989583333337
152,10,"[0.109375   0.31770833 0.05208333 0.04166667 0.08333333 0.25
 0.03125    0.11458333]","[0, 1, 0, 0, 0, 1, 0, 0]",2,0.41536458333333337
153,10,"[0.09895833 0.28645833 0.11979167 0.0625     0.13020833 0.203125
 0.078125   0.02083333]","[0, 1, 0, 0, 1, 1, 0, 0]",3,0.5026041666666667
154,10,"[0.09895833 0.19270833 0.21354167 0.046875   0.15104167 0.08854167
 0.13541667 0.07291667]","[0, 1, 1, 0, 1, 0, 1, 0]",4,0.3525390625
155,10,"[0.07291667 0.125      0.1875     0.05208333 0.18229167 0.13541667
 0.10416667 0.140625  ]","[0, 0, 1, 0, 1, 1, 0, 1]",4,0.48958333333333337
