iterationIndex,maxcut,prob,maxcutGroups,blacks,loss
50,10,"[0.04166667 0.26041667 0.05208333 0.1875     0.03125    0.20833333
 0.04166667 0.17708333]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.23111979166666663
51,10,"[0.03645833 0.27604167 0.02083333 0.15104167 0.02604167 0.26041667
 0.02083333 0.20833333]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.23372395833333331
52,10,"[0.02604167 0.22395833 0.03125    0.234375   0.00520833 0.25
 0.04166667 0.1875    ]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.2278645833333333
53,10,"[0.015625   0.27604167 0.015625   0.19270833 0.04166667 0.22916667
 0.02083333 0.20833333]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.318359375
54,10,"[0.05208333 0.1875     0.02083333 0.19270833 0.04166667 0.30208333
 0.03125    0.171875  ]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.2470703125
55,10,"[0.046875   0.22395833 0.04166667 0.34375    0.06770833 0.109375
 0.03125    0.13541667]","[0, 1, 0, 1, 0, 0, 0, 1]",3,0.41569010416666674
56,10,"[0.04166667 0.26041667 0.07291667 0.36458333 0.08854167 0.05729167
 0.02083333 0.09375   ]","[0, 1, 0, 1, 0, 0, 0, 0]",2,0.4612630208333333
57,10,"[0.07291667 0.39583333 0.06770833 0.24479167 0.13020833 0.02604167
 0.02083333 0.04166667]","[0, 1, 0, 1, 1, 0, 0, 0]",3,0.5611979166666666
58,10,"[0.13541667 0.31770833 0.06770833 0.203125   0.17708333 0.0625
 0.01041667 0.02604167]","[1, 1, 0, 1, 1, 0, 0, 0]",4,0.44889322916666674
59,10,"[0.15625    0.16666667 0.03125    0.27604167 0.203125   0.0625
 0.05729167 0.046875  ]","[1, 1, 0, 1, 1, 0, 0, 0]",4,0.47330729166666663
60,10,"[0.13020833 0.05729167 0.046875   0.28645833 0.16145833 0.06770833
 0.078125   0.171875  ]","[1, 0, 0, 1, 1, 0, 0, 1]",4,0.45638020833333337
61,10,"[0.02083333 0.03125    0.02083333 0.29166667 0.03125    0.19270833
 0.04166667 0.36979167]","[0, 0, 0, 1, 0, 1, 0, 1]",3,0.310546875
62,10,"[0.015625   0.08854167 0.03645833 0.125      0.03645833 0.29166667
 0.02604167 0.38020833]","[0, 0, 0, 0, 0, 1, 0, 1]",2,0.5032552083333334
63,10,"[0.03645833 0.13020833 0.046875   0.15104167 0.078125   0.203125
 0.078125   0.27604167]","[0, 1, 0, 1, 0, 1, 0, 1]",4,0.4303385416666667
64,10,"[0.05729167 0.13541667 0.0625     0.25       0.10416667 0.08333333
 0.140625   0.16666667]","[0, 1, 0, 1, 0, 0, 1, 1]",4,0.5166015625
65,10,"[0.046875   0.16145833 0.05208333 0.33854167 0.11979167 0.046875
 0.140625   0.09375   ]","[0, 1, 0, 1, 0, 0, 1, 0]",3,0.4036458333333333
66,10,"[0.14583333 0.1875     0.04166667 0.18229167 0.21875    0.06770833
 0.09895833 0.05729167]","[1, 1, 0, 1, 1, 0, 0, 0]",4,0.44856770833333337
67,10,"[0.13020833 0.13020833 0.08854167 0.046875   0.1875     0.05208333
 0.29166667 0.07291667]","[1, 1, 0, 0, 1, 0, 1, 0]",4,0.3870442708333333
68,10,"[0.24479167 0.07291667 0.15104167 0.046875   0.140625   0.08333333
 0.203125   0.05729167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.326171875
69,10,"[0.25520833 0.03125    0.13020833 0.09375    0.21875    0.07291667
 0.16145833 0.03645833]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3714192708333333
70,10,"[0.19270833 0.02604167 0.09895833 0.10416667 0.19270833 0.09895833
 0.22916667 0.05729167]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.4287109375
71,10,"[0.19791667 0.04166667 0.17708333 0.05208333 0.25520833 0.04166667
 0.19270833 0.04166667]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.24869791666666666
72,10,"[0.17708333 0.00520833 0.17708333 0.02604167 0.375      0.01041667
 0.19270833 0.03645833]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.37825520833333337
73,10,"[0.13541667 0.01041667 0.15104167 0.07291667 0.27083333 0.01041667
 0.17708333 0.171875  ]","[1, 0, 1, 0, 1, 0, 1, 1]",5,0.3124999999999999
74,10,"[0.29166667 0.02604167 0.26041667 0.015625   0.26041667 0.00520833
 0.140625   0.        ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.25878906250000006
75,10,"[0.34895833 0.05729167 0.14583333 0.03645833 0.25520833 0.04166667
 0.09375    0.02083333]","[1, 0, 1, 0, 1, 0, 0, 0]",3,0.4319661458333334
76,10,"[0.05208333 0.05729167 0.19270833 0.08333333 0.22395833 0.02083333
 0.35416667 0.015625  ]","[0, 0, 1, 0, 1, 0, 1, 0]",3,0.39615885416666663
77,10,"[0.06770833 0.16145833 0.08333333 0.16666667 0.13541667 0.046875
 0.29166667 0.046875  ]","[0, 1, 0, 1, 1, 0, 1, 0]",4,0.40201822916666663
78,10,"[0.19270833 0.22395833 0.109375   0.21875    0.08854167 0.078125
 0.046875   0.04166667]","[1, 1, 0, 1, 0, 0, 0, 0]",3,0.4583333333333333
79,10,"[0.10416667 0.21875    0.1875     0.21875    0.02604167 0.06770833
 0.08854167 0.08854167]","[0, 1, 1, 1, 0, 0, 0, 0]",3,0.42773437499999994
80,10,"[0.11458333 0.17708333 0.14583333 0.26041667 0.0625     0.05729167
 0.10416667 0.078125  ]","[0, 1, 1, 1, 0, 0, 0, 0]",3,0.5322265625
81,10,"[0.21354167 0.18229167 0.22395833 0.11458333 0.05208333 0.05729167
 0.09375    0.0625    ]","[1, 1, 1, 0, 0, 0, 0, 0]",3,0.4716796875
82,10,"[0.22395833 0.13541667 0.24479167 0.109375   0.05208333 0.03125
 0.171875   0.03125   ]","[1, 1, 1, 0, 0, 0, 1, 0]",4,0.39420572916666663
83,10,"[0.203125   0.08333333 0.26041667 0.09895833 0.0625     0.02083333
 0.203125   0.06770833]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.5582682291666667
84,10,"[0.27604167 0.05729167 0.25       0.06770833 0.09375    0.06770833
 0.13541667 0.05208333]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.42610677083333337
85,10,"[0.21875    0.05729167 0.13541667 0.07291667 0.09895833 0.09895833
 0.19791667 0.11979167]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.5885416666666666
86,10,"[0.19270833 0.140625   0.11458333 0.09375    0.17708333 0.02083333
 0.21875    0.04166667]","[1, 1, 0, 0, 1, 0, 1, 0]",4,0.24739583333333337
87,10,"[0.22916667 0.08333333 0.109375   0.015625   0.26041667 0.03645833
 0.22916667 0.03645833]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.2643229166666667
88,10,"[0.18229167 0.05729167 0.171875   0.05208333 0.19270833 0.03125
 0.25       0.0625    ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.31217447916666663
89,10,"[0.203125   0.03125    0.24479167 0.11458333 0.046875   0.0625
 0.21354167 0.08333333]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.26432291666666663
90,10,"[0.23958333 0.03645833 0.26041667 0.04166667 0.07291667 0.02083333
 0.3125     0.015625  ]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.23958333333333331
91,10,"[0.23958333 0.03125    0.25520833 0.015625   0.16145833 0.03125
 0.203125   0.0625    ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3440755208333333
92,10,"[0.23958333 0.01041667 0.23958333 0.02604167 0.18229167 0.04166667
 0.22395833 0.03645833]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.24088541666666666
93,10,"[0.15104167 0.02604167 0.20833333 0.046875   0.19270833 0.015625
 0.29166667 0.06770833]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.2744140625
94,10,"[0.16666667 0.03125    0.1875     0.125      0.25       0.02604167
 0.16145833 0.05208333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.25651041666666663
95,10,"[0.36458333 0.05208333 0.10416667 0.046875   0.1875     0.046875
 0.11458333 0.08333333]","[1, 0, 0, 0, 1, 0, 0, 0]",2,0.34895833333333337
96,10,"[0.27083333 0.02604167 0.18229167 0.03125    0.26041667 0.04166667
 0.15104167 0.03645833]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.30436197916666663
97,10,"[0.22395833 0.05208333 0.125      0.03125    0.26041667 0.01041667
 0.23958333 0.05729167]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.2600911458333333
98,10,"[0.109375   0.046875   0.17708333 0.04166667 0.23958333 0.05729167
 0.25520833 0.07291667]","[0, 0, 1, 0, 1, 0, 1, 0]",3,0.29752604166666674
99,10,"[0.24479167 0.02083333 0.265625   0.05208333 0.20833333 0.01041667
 0.14583333 0.05208333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.24381510416666666
100,10,"[0.25       0.015625   0.32291667 0.015625   0.109375   0.0625
 0.16145833 0.0625    ]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.3287760416666667
101,10,"[0.23958333 0.015625   0.33854167 0.0625     0.13020833 0.015625
 0.140625   0.05729167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.2568359375
102,10,"[0.19791667 0.02604167 0.265625   0.02083333 0.17708333 0.00520833
 0.28125    0.02604167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.30208333333333337
103,10,"[0.15625    0.04166667 0.23958333 0.015625   0.203125   0.03645833
 0.28645833 0.02083333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.2955729166666667
104,10,"[0.20833333 0.         0.109375   0.02083333 0.359375   0.015625
 0.24479167 0.04166667]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.31315104166666663
105,10,"[0.30208333 0.03125    0.07291667 0.02604167 0.328125   0.03645833
 0.16666667 0.03645833]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.5107421875
106,10,"[0.21875    0.04166667 0.1875     0.06770833 0.26041667 0.02604167
 0.171875   0.02604167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3606770833333333
107,10,"[0.16666667 0.046875   0.11458333 0.15104167 0.21875    0.03125
 0.21354167 0.05729167]","[1, 0, 0, 1, 1, 0, 1, 0]",4,0.3346354166666667
108,10,"[0.22916667 0.02604167 0.203125   0.02083333 0.21875    0.
 0.27083333 0.03125   ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.22330729166666669
109,10,"[0.1875     0.03645833 0.22916667 0.09375    0.15625    0.03125
 0.234375   0.03125   ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.22298177083333331
110,10,"[0.17708333 0.09375    0.18229167 0.09375    0.17708333 0.05208333
 0.16666667 0.05729167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.2981770833333334
111,10,"[0.1875     0.07291667 0.21875    0.0625     0.15625    0.07291667
 0.21354167 0.015625  ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.29492187499999994
112,10,"[0.15104167 0.03645833 0.13020833 0.03125    0.3125     0.05208333
 0.27083333 0.015625  ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.26367187500000006
113,10,"[0.18229167 0.01041667 0.20833333 0.015625   0.27604167 0.03645833
 0.23958333 0.03125   ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.24153645833333337
114,10,"[0.26041667 0.02083333 0.140625   0.03645833 0.25520833 0.05729167
 0.19791667 0.03125   ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.22949218749999994
115,10,"[0.296875   0.0625     0.15104167 0.05729167 0.20833333 0.03645833
 0.13541667 0.05208333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.34114583333333337
116,10,"[0.28125    0.015625   0.25520833 0.0625     0.19791667 0.015625
 0.08333333 0.08854167]","[1, 0, 1, 0, 1, 0, 0, 0]",3,0.328125
117,10,"[0.328125   0.02083333 0.21875    0.015625   0.21354167 0.01041667
 0.14583333 0.046875  ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.35546875
118,10,"[0.21875    0.0625     0.296875   0.05729167 0.08333333 0.0625
 0.11979167 0.09895833]","[1, 0, 1, 0, 0, 0, 0, 0]",2,0.29752604166666663
119,10,"[0.15625    0.06770833 0.29166667 0.078125   0.09895833 0.06770833
 0.109375   0.13020833]","[1, 0, 1, 0, 0, 0, 0, 1]",3,0.2578125
120,10,"[0.16666667 0.02083333 0.328125   0.046875   0.10416667 0.02604167
 0.11979167 0.1875    ]","[1, 0, 1, 0, 0, 0, 0, 1]",3,0.47233072916666663
121,10,"[0.171875   0.02604167 0.30729167 0.046875   0.125      0.015625
 0.15104167 0.15625   ]","[1, 0, 1, 0, 0, 0, 1, 1]",4,0.41569010416666674
122,10,"[0.125      0.00520833 0.30208333 0.06770833 0.07291667 0.0625
 0.10416667 0.26041667]","[0, 0, 1, 0, 0, 0, 0, 1]",2,0.4182942708333333
123,10,"[0.13020833 0.02083333 0.24479167 0.03645833 0.11979167 0.03125
 0.23958333 0.17708333]","[1, 0, 1, 0, 0, 0, 1, 1]",4,0.40755208333333326
124,10,"[0.109375   0.03645833 0.30729167 0.04166667 0.15104167 0.01041667
 0.17708333 0.16666667]","[0, 0, 1, 0, 1, 0, 1, 1]",4,0.3046875
125,10,"[0.27083333 0.015625   0.22395833 0.046875   0.16145833 0.015625
 0.234375   0.03125   ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3050130208333333
126,10,"[0.22395833 0.046875   0.22916667 0.05208333 0.19270833 0.02083333
 0.171875   0.0625    ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.29752604166666663
127,10,"[0.18229167 0.03645833 0.19791667 0.015625   0.23958333 0.02083333
 0.25520833 0.05208333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.2272135416666667
128,10,"[0.203125   0.05208333 0.18229167 0.02083333 0.20833333 0.046875
 0.25       0.03645833]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.24576822916666674
129,10,"[0.22916667 0.01041667 0.234375   0.02604167 0.171875   0.06770833
 0.203125   0.05729167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3795572916666667
130,10,"[0.30208333 0.05208333 0.16145833 0.015625   0.22395833 0.0625
 0.125      0.05729167]","[1, 0, 1, 0, 1, 0, 0, 0]",3,0.41243489583333337
131,10,"[0.24479167 0.07291667 0.13020833 0.03125    0.20833333 0.0625
 0.19791667 0.05208333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.2516276041666667
132,10,"[0.125      0.05729167 0.16666667 0.05729167 0.25520833 0.04166667
 0.27083333 0.02604167]","[0, 0, 1, 0, 1, 0, 1, 0]",3,0.3177083333333333
133,10,"[0.15625    0.01041667 0.125      0.04166667 0.23958333 0.03645833
 0.38020833 0.01041667]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.24772135416666666
134,10,"[0.18229167 0.02083333 0.14583333 0.02083333 0.22395833 0.08333333
 0.24479167 0.078125  ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.3453776041666667
135,10,"[0.171875   0.07291667 0.19791667 0.07291667 0.17708333 0.02083333
 0.22916667 0.05729167]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.21451822916666669
136,10,"[0.23958333 0.05729167 0.29166667 0.03125    0.11979167 0.04166667
 0.17708333 0.04166667]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.2565104166666667
137,10,"[0.140625   0.02083333 0.28125    0.03645833 0.125      0.01041667
 0.34895833 0.03645833]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.25
138,10,"[0.296875   0.02604167 0.34375    0.03125    0.03645833 0.03125
 0.19270833 0.04166667]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.32389322916666674
139,10,"[0.265625   0.01041667 0.30208333 0.01041667 0.08333333 0.0625
 0.22395833 0.04166667]","[1, 0, 1, 0, 0, 0, 1, 0]",3,0.31575520833333337
140,10,"[0.16145833 0.03645833 0.21875    0.15104167 0.05208333 0.04166667
 0.21875    0.11979167]","[1, 0, 1, 1, 0, 0, 1, 0]",4,0.2587890625
141,10,"[0.1875     0.046875   0.20833333 0.06770833 0.171875   0.0625
 0.17708333 0.078125  ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.24609375000000006
142,10,"[0.14583333 0.11979167 0.125      0.02604167 0.16145833 0.19791667
 0.16145833 0.0625    ]","[1, 0, 0, 0, 1, 1, 1, 0]",4,0.21940104166666669
143,10,"[0.21875    0.02604167 0.1875     0.02083333 0.27083333 0.02083333
 0.234375   0.02083333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.24121093750000006
144,10,"[0.25520833 0.015625   0.265625   0.03645833 0.234375   0.02083333
 0.15625    0.015625  ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.2783203125
145,10,"[0.41666667 0.04166667 0.15625    0.05208333 0.171875   0.046875
 0.06770833 0.046875  ]","[1, 0, 1, 0, 1, 0, 0, 0]",3,0.5052083333333334
146,10,"[0.3125   0.015625 0.171875 0.046875 0.234375 0.046875 0.140625 0.03125 ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.6516927083333333
147,10,"[0.33854167 0.08333333 0.08854167 0.05729167 0.21354167 0.03645833
 0.18229167 0.        ]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.3167317708333333
148,10,"[0.17708333 0.09375    0.06770833 0.02604167 0.33333333 0.05208333
 0.203125   0.046875  ]","[1, 0, 0, 0, 1, 0, 1, 0]",3,0.3134765625
149,10,"[0.19791667 0.08333333 0.15625    0.02083333 0.24479167 0.03125
 0.22916667 0.03645833]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.25553385416666663
150,10,"[0.19270833 0.015625   0.20833333 0.06770833 0.21354167 0.01041667
 0.26041667 0.03125   ]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.255859375
151,10,"[0.29166667 0.03645833 0.33854167 0.01041667 0.10416667 0.08333333
 0.109375   0.02604167]","[1, 0, 1, 0, 0, 0, 0, 0]",2,0.23795572916666669
152,10,"[0.28645833 0.03645833 0.18229167 0.03125    0.19270833 0.09375
 0.125      0.05208333]","[1, 0, 1, 0, 1, 0, 0, 0]",3,0.5485026041666666
153,10,"[0.16666667 0.10416667 0.21354167 0.06770833 0.15104167 0.08333333
 0.140625   0.07291667]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.294921875
154,10,"[0.13020833 0.0625     0.21875    0.03125    0.265625   0.04166667
 0.22916667 0.02083333]","[1, 0, 1, 0, 1, 0, 1, 0]",4,0.31054687499999994
155,10,"[0.11458333 0.046875   0.109375   0.0625     0.25       0.078125
 0.26041667 0.078125  ]","[0, 0, 0, 0, 1, 0, 1, 0]",2,0.2708333333333333
